ID_Produit,Nom_Produit,Catégorie,Sous-catégorie,Prix,Date_Lancement,Date_Fin_Production,Nombre_Revendeurs,Nombre_Pays_Distribution,Nombre_Publicités,Gamme,Certification
P1503,QLED 8K TV,Électronique,Télévision,2999,2020-06-15,2022-06-06,202,4,38,Premium,None
P1504,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-04-15,,441,46,77,Premium,None
P1505,Galaxy Tab S7,Électronique,Tablette,649,2020-02-28,2022-05-11,386,25,25,Premium,CE
P1506,Galaxy Watch 3,Électronique,Montre,399,2020-01-18,,108,13,13,Économique,CE
P1507,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-08-04,2022-08-30,484,45,100,Économique,CE
P1508,Galaxy A52,Électronique,Smartphone,499,2020-07-17,,449,38,19,Économique,FCC
P1509,Portable SSD T7,Électronique,Stockage,189,2020-07-18,2022-12-02,154,29,33,Économique,CE
P1510,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-11-17,,369,7,12,Premium,None
P1511,Galaxy S21,Électronique,Smartphone,999,2020-10-30,2022-12-03,70,46,86,Économique,CE
P1512,Galaxy Note 20,Électronique,Smartphone,1099,2020-05-19,,204,14,56,Économique,FCC
P1513,QLED 8K TV,Électronique,Télévision,2999,2020-03-11,2022-07-02,279,42,46,Premium,CE
P1514,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-10-12,,437,41,49,Premium,RoHS
P1515,Galaxy Tab S7,Électronique,Tablette,649,2020-09-10,2022-05-12,415,31,87,Premium,FCC
P1516,Galaxy Watch 3,Électronique,Montre,399,2020-07-06,,389,33,39,Économique,CE
P1517,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-09-20,2022-07-27,63,31,30,Premium,FCC
P1518,Galaxy A52,Électronique,Smartphone,499,2020-11-25,,372,17,78,Économique,FCC
P1519,Portable SSD T7,Électronique,Stockage,189,2020-11-04,2022-05-31,440,23,33,Premium,RoHS
P1520,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-06-07,,359,4,48,Économique,None
P1521,Galaxy S21,Électronique,Smartphone,999,2020-04-20,2022-07-30,242,34,11,Économique,FCC
P1522,Galaxy Note 20,Électronique,Smartphone,1099,2020-08-24,,386,19,95,Premium,CE
P1523,QLED 8K TV,Électronique,Télévision,2999,2020-09-21,2022-11-12,53,8,94,Premium,None
P1524,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-01-07,,98,44,19,Premium,FCC
P1525,Galaxy Tab S7,Électronique,Tablette,649,2020-02-21,2022-07-19,432,7,93,Économique,FCC
P1526,Galaxy Watch 3,Électronique,Montre,399,2020-04-03,,192,12,50,Premium,RoHS
P1527,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-02-09,2022-12-30,226,24,35,Économique,CE
P1528,Galaxy A52,Électronique,Smartphone,499,2020-02-07,,257,43,14,Premium,RoHS
P1529,Portable SSD T7,Électronique,Stockage,189,2020-09-11,2022-06-29,154,39,49,Premium,CE
P1530,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-08-10,,369,8,50,Premium,None
P1531,Galaxy S21,Électronique,Smartphone,999,2020-10-04,2022-06-09,242,4,69,Économique,None
P1532,Galaxy Note 20,Électronique,Smartphone,1099,2020-08-18,,458,43,48,Économique,None
P1533,QLED 8K TV,Électronique,Télévision,2999,2020-04-27,2022-02-16,365,20,99,Premium,FCC
P1534,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-10-01,,399,8,41,Économique,CE
P1535,Galaxy Tab S7,Électronique,Tablette,649,2020-03-17,2022-10-29,128,36,38,Premium,RoHS
P1536,Galaxy Watch 3,Électronique,Montre,399,2020-11-12,,227,39,74,Premium,FCC
P1537,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-01-27,2022-07-05,223,34,89,Économique,FCC
P1538,Galaxy A52,Électronique,Smartphone,499,2020-03-17,,405,34,68,Premium,RoHS
P1539,Portable SSD T7,Électronique,Stockage,189,2020-01-11,2022-05-26,238,37,32,Économique,CE
P1540,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-03-05,,151,46,37,Premium,CE
P1541,Galaxy S21,Électronique,Smartphone,999,2020-10-04,2022-09-01,279,10,15,Économique,None
P1542,Galaxy Note 20,Électronique,Smartphone,1099,2020-04-21,,354,27,43,Premium,CE
P1543,QLED 8K TV,Électronique,Télévision,2999,2020-06-08,2022-08-27,215,33,38,Premium,FCC
P1544,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-07-08,,482,2,66,Économique,RoHS
P1545,Galaxy Tab S7,Électronique,Tablette,649,2020-01-10,2022-11-26,170,13,14,Économique,RoHS
P1546,Galaxy Watch 3,Électronique,Montre,399,2020-09-21,,117,18,81,Économique,RoHS
P1547,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-05-07,2022-07-10,239,21,10,Économique,CE
P1548,Galaxy A52,Électronique,Smartphone,499,2020-09-29,,230,42,26,Économique,FCC
P1549,Portable SSD T7,Électronique,Stockage,189,2020-08-23,2022-08-14,220,38,25,Premium,RoHS
P1550,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-05-07,,327,30,34,Premium,RoHS
P1551,Galaxy S21,Électronique,Smartphone,999,2020-03-22,2022-12-03,102,6,52,Premium,FCC
P1552,Galaxy Note 20,Électronique,Smartphone,1099,2020-08-10,,225,24,19,Premium,CE
P1553,QLED 8K TV,Électronique,Télévision,2999,2020-08-08,2022-08-27,181,5,13,Premium,CE
P1554,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-01-30,,424,30,41,Premium,None
P1555,Galaxy Tab S7,Électronique,Tablette,649,2020-12-04,2022-06-26,427,10,66,Premium,None
P1556,Galaxy Watch 3,Électronique,Montre,399,2020-04-13,,369,27,72,Économique,CE
P1557,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-02-29,2022-01-09,128,30,77,Premium,CE
P1558,Galaxy A52,Électronique,Smartphone,499,2020-03-03,,476,39,25,Économique,CE
P1559,Portable SSD T7,Électronique,Stockage,189,2020-05-31,2022-02-26,469,44,73,Premium,RoHS
P1560,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-11-09,,393,48,37,Économique,None
P1561,Galaxy S21,Électronique,Smartphone,999,2020-06-14,2022-11-02,163,2,64,Premium,RoHS
P1562,Galaxy Note 20,Électronique,Smartphone,1099,2020-07-20,,104,34,19,Premium,RoHS
P1563,QLED 8K TV,Électronique,Télévision,2999,2020-02-01,2022-12-22,295,31,20,Premium,None
P1564,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-03-31,,406,49,57,Premium,RoHS
P1565,Galaxy Tab S7,Électronique,Tablette,649,2020-03-22,2022-03-18,107,48,74,Premium,FCC
P1566,Galaxy Watch 3,Électronique,Montre,399,2020-02-02,,294,2,46,Économique,None
P1567,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-01-27,2022-01-02,98,17,41,Économique,FCC
P1568,Galaxy A52,Électronique,Smartphone,499,2020-05-05,,479,24,11,Économique,FCC
P1569,Portable SSD T7,Électronique,Stockage,189,2020-04-04,2022-05-26,406,18,100,Économique,CE
P1570,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-03-14,,280,15,27,Premium,None
P1571,Galaxy S21,Électronique,Smartphone,999,2020-07-20,2022-12-07,138,17,88,Premium,RoHS
P1572,Galaxy Note 20,Électronique,Smartphone,1099,2020-04-29,,195,1,92,Économique,None
P1573,QLED 8K TV,Électronique,Télévision,2999,2020-03-29,2022-02-25,89,29,12,Économique,None
P1574,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-05-11,,219,39,44,Économique,FCC
P1575,Galaxy Tab S7,Électronique,Tablette,649,2020-11-15,2022-12-09,419,26,25,Premium,FCC
P1576,Galaxy Watch 3,Électronique,Montre,399,2020-12-18,,241,1,100,Économique,CE
P1577,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-06-30,2022-11-17,64,5,68,Économique,RoHS
P1578,Galaxy A52,Électronique,Smartphone,499,2020-07-26,,228,30,98,Premium,FCC
P1579,Portable SSD T7,Électronique,Stockage,189,2020-05-27,2022-03-25,140,10,87,Économique,FCC
P1580,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-05-19,,406,26,62,Premium,FCC
P1581,Galaxy S21,Électronique,Smartphone,999,2020-03-25,2022-10-20,154,49,70,Économique,CE
P1582,Galaxy Note 20,Électronique,Smartphone,1099,2020-12-08,,149,25,15,Économique,None
P1583,QLED 8K TV,Électronique,Télévision,2999,2020-11-26,2022-05-17,394,3,92,Premium,CE
P1584,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-08-28,,487,4,53,Premium,FCC
P1585,Galaxy Tab S7,Électronique,Tablette,649,2020-05-18,2022-12-18,413,21,72,Premium,RoHS
P1586,Galaxy Watch 3,Électronique,Montre,399,2020-03-11,,478,28,89,Économique,FCC
P1587,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-10-03,2022-03-22,224,35,95,Économique,None
P1588,Galaxy A52,Électronique,Smartphone,499,2020-09-24,,213,38,16,Économique,None
P1589,Portable SSD T7,Électronique,Stockage,189,2020-03-10,2022-01-23,385,26,13,Premium,None
P1590,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-12-22,,297,40,41,Premium,None
P1591,Galaxy S21,Électronique,Smartphone,999,2020-12-09,2022-01-08,272,19,30,Premium,FCC
P1592,Galaxy Note 20,Électronique,Smartphone,1099,2020-02-02,,213,32,97,Premium,RoHS
P1593,QLED 8K TV,Électronique,Télévision,2999,2020-06-04,2022-10-02,117,37,59,Premium,None
P1594,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-06-30,,276,24,80,Économique,None
P1595,Galaxy Tab S7,Électronique,Tablette,649,2020-05-07,2022-05-13,299,6,54,Premium,CE
P1596,Galaxy Watch 3,Électronique,Montre,399,2020-03-24,,417,7,17,Économique,RoHS
P1597,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-08-20,2022-02-15,196,9,81,Premium,None
P1598,Galaxy A52,Électronique,Smartphone,499,2020-04-25,,250,45,20,Économique,CE
P1599,Portable SSD T7,Électronique,Stockage,189,2020-10-30,2022-01-31,58,35,34,Premium,FCC
P1600,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-11-05,,86,16,19,Économique,CE
P1601,Galaxy S21,Électronique,Smartphone,999,2020-01-26,2022-01-18,76,16,41,Économique,RoHS
P1602,Galaxy Note 20,Électronique,Smartphone,1099,2020-03-27,,404,24,83,Premium,FCC
P1603,QLED 8K TV,Électronique,Télévision,2999,2020-01-14,2022-11-11,299,1,80,Économique,RoHS
P1604,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-12-20,,400,23,95,Économique,RoHS
P1605,Galaxy Tab S7,Électronique,Tablette,649,2020-08-01,2022-10-09,167,50,88,Premium,FCC
P1606,Galaxy Watch 3,Électronique,Montre,399,2020-07-06,,154,14,53,Premium,CE
P1607,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-10-27,2022-09-14,498,35,10,Premium,FCC
P1608,Galaxy A52,Électronique,Smartphone,499,2020-03-23,,371,24,81,Économique,None
P1609,Portable SSD T7,Électronique,Stockage,189,2020-06-16,2022-06-03,103,38,17,Économique,FCC
P1610,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-03-20,,363,44,35,Économique,FCC
P1611,Galaxy S21,Électronique,Smartphone,999,2020-03-17,2022-05-30,454,6,62,Économique,RoHS
P1612,Galaxy Note 20,Électronique,Smartphone,1099,2020-01-05,,64,25,55,Économique,FCC
P1613,QLED 8K TV,Électronique,Télévision,2999,2020-02-05,2022-03-31,141,13,65,Premium,FCC
P1614,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-02-17,,333,29,18,Économique,None
P1615,Galaxy Tab S7,Électronique,Tablette,649,2020-12-31,2022-02-26,267,46,57,Économique,None
P1616,Galaxy Watch 3,Électronique,Montre,399,2020-01-16,,256,24,62,Premium,None
P1617,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-05-07,2022-09-27,429,22,90,Économique,None
P1618,Galaxy A52,Électronique,Smartphone,499,2020-10-18,,451,14,80,Premium,RoHS
P1619,Portable SSD T7,Électronique,Stockage,189,2020-06-18,2022-09-02,472,34,87,Premium,RoHS
P1620,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-10-02,,260,49,32,Économique,None
P1621,Galaxy S21,Électronique,Smartphone,999,2020-04-10,2022-11-25,386,11,40,Économique,FCC
P1622,Galaxy Note 20,Électronique,Smartphone,1099,2020-12-15,,479,6,50,Économique,RoHS
P1623,QLED 8K TV,Électronique,Télévision,2999,2020-12-23,2022-02-08,272,47,51,Économique,FCC
P1624,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-10-14,,70,12,68,Premium,None
P1625,Galaxy Tab S7,Électronique,Tablette,649,2020-04-12,2022-06-28,91,18,30,Économique,CE
P1626,Galaxy Watch 3,Électronique,Montre,399,2020-12-17,,326,45,84,Économique,RoHS
P1627,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-10-30,2022-01-10,170,11,48,Premium,RoHS
P1628,Galaxy A52,Électronique,Smartphone,499,2020-10-10,,204,42,35,Premium,FCC
P1629,Portable SSD T7,Électronique,Stockage,189,2020-10-21,2022-12-03,111,22,93,Premium,None
P1630,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-01-27,,154,13,32,Premium,RoHS
P1631,Galaxy S21,Électronique,Smartphone,999,2020-08-05,2022-07-23,141,42,34,Économique,CE
P1632,Galaxy Note 20,Électronique,Smartphone,1099,2020-03-25,,97,45,88,Économique,RoHS
P1633,QLED 8K TV,Électronique,Télévision,2999,2020-04-30,2022-09-17,65,8,96,Premium,FCC
P1634,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-01-24,,146,46,59,Premium,FCC
P1635,Galaxy Tab S7,Électronique,Tablette,649,2020-07-15,2022-01-16,186,27,91,Économique,RoHS
P1636,Galaxy Watch 3,Électronique,Montre,399,2020-06-05,,492,40,99,Premium,CE
P1637,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-04-15,2022-06-13,495,29,93,Premium,CE
P1638,Galaxy A52,Électronique,Smartphone,499,2020-01-16,,313,4,91,Premium,FCC
P1639,Portable SSD T7,Électronique,Stockage,189,2020-06-12,2022-01-19,112,5,82,Premium,FCC
P1640,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-07-10,,57,29,95,Économique,RoHS
P1641,Galaxy S21,Électronique,Smartphone,999,2020-05-01,2022-04-10,379,11,94,Premium,FCC
P1642,Galaxy Note 20,Électronique,Smartphone,1099,2020-07-15,,290,14,80,Premium,None
P1643,QLED 8K TV,Électronique,Télévision,2999,2020-01-08,2022-10-04,434,37,89,Économique,None
P1644,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-09-07,,336,21,94,Premium,None
P1645,Galaxy Tab S7,Électronique,Tablette,649,2020-08-28,2022-12-17,218,46,47,Économique,RoHS
P1646,Galaxy Watch 3,Électronique,Montre,399,2020-07-28,,346,18,92,Premium,FCC
P1647,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-06-13,2022-03-08,51,24,45,Économique,CE
P1648,Galaxy A52,Électronique,Smartphone,499,2020-07-02,,464,14,11,Économique,None
P1649,Portable SSD T7,Électronique,Stockage,189,2020-10-16,2022-03-22,100,44,76,Économique,FCC
P1650,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-05-16,,391,26,23,Économique,CE
P1651,Galaxy S21,Électronique,Smartphone,999,2020-02-13,2022-06-11,222,45,66,Premium,CE
P1652,Galaxy Note 20,Électronique,Smartphone,1099,2020-08-27,,57,31,87,Économique,None
P1653,QLED 8K TV,Électronique,Télévision,2999,2020-07-25,2022-12-26,243,1,63,Premium,FCC
P1654,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-06-22,,371,48,19,Économique,CE
P1655,Galaxy Tab S7,Électronique,Tablette,649,2020-08-04,2022-12-10,275,47,81,Premium,None
P1656,Galaxy Watch 3,Électronique,Montre,399,2020-06-01,,72,45,32,Premium,CE
P1657,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-12-04,2022-11-13,386,43,43,Économique,FCC
P1658,Galaxy A52,Électronique,Smartphone,499,2020-10-26,,356,9,26,Premium,None
P1659,Portable SSD T7,Électronique,Stockage,189,2020-07-08,2022-11-02,269,49,98,Premium,CE
P1660,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-03-23,,366,8,70,Premium,CE
P1661,Galaxy S21,Électronique,Smartphone,999,2020-06-24,2022-12-23,95,12,68,Premium,RoHS
P1662,Galaxy Note 20,Électronique,Smartphone,1099,2020-10-10,,457,4,96,Premium,CE
P1663,QLED 8K TV,Électronique,Télévision,2999,2020-06-05,2022-02-13,120,38,56,Économique,FCC
P1664,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-09-01,,78,10,33,Premium,None
P1665,Galaxy Tab S7,Électronique,Tablette,649,2020-06-09,2022-02-22,377,47,89,Premium,FCC
P1666,Galaxy Watch 3,Électronique,Montre,399,2020-01-21,,65,1,90,Économique,None
P1667,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-02-26,2022-08-25,56,26,47,Premium,CE
P1668,Galaxy A52,Électronique,Smartphone,499,2020-09-01,,430,9,90,Économique,FCC
P1669,Portable SSD T7,Électronique,Stockage,189,2020-07-26,2022-05-07,247,45,55,Économique,None
P1670,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-10-30,,164,44,39,Économique,CE
P1671,Galaxy S21,Électronique,Smartphone,999,2020-08-13,2022-10-01,173,33,89,Premium,None
P1672,Galaxy Note 20,Électronique,Smartphone,1099,2020-09-25,,395,3,89,Premium,CE
P1673,QLED 8K TV,Électronique,Télévision,2999,2020-02-26,2022-03-13,185,30,33,Économique,None
P1674,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-01-28,,478,26,88,Économique,RoHS
P1675,Galaxy Tab S7,Électronique,Tablette,649,2020-10-05,2022-09-25,365,34,37,Premium,CE
P1676,Galaxy Watch 3,Électronique,Montre,399,2020-05-16,,94,2,36,Premium,RoHS
P1677,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-03-15,2022-10-29,156,33,12,Économique,RoHS
P1678,Galaxy A52,Électronique,Smartphone,499,2020-06-30,,415,36,41,Premium,RoHS
P1679,Portable SSD T7,Électronique,Stockage,189,2020-11-24,2022-02-08,271,37,46,Premium,FCC
P1680,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-05-23,,370,19,84,Premium,FCC
P1681,Galaxy S21,Électronique,Smartphone,999,2020-07-08,2022-11-30,68,31,35,Économique,FCC
P1682,Galaxy Note 20,Électronique,Smartphone,1099,2020-06-05,,241,12,33,Premium,RoHS
P1683,QLED 8K TV,Électronique,Télévision,2999,2020-11-16,2022-03-15,326,10,78,Premium,CE
P1684,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-03-18,,278,28,15,Premium,FCC
P1685,Galaxy Tab S7,Électronique,Tablette,649,2020-01-01,2022-08-22,309,30,90,Économique,RoHS
P1686,Galaxy Watch 3,Électronique,Montre,399,2020-09-11,,392,38,42,Premium,None
P1687,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-09-15,2022-05-04,476,14,26,Premium,CE
P1688,Galaxy A52,Électronique,Smartphone,499,2020-10-03,,380,50,53,Économique,FCC
P1689,Portable SSD T7,Électronique,Stockage,189,2020-04-07,2022-07-01,110,40,77,Économique,None
P1690,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-02-20,,408,21,29,Premium,RoHS
P1691,Galaxy S21,Électronique,Smartphone,999,2020-01-04,2022-10-11,238,2,11,Économique,FCC
P1692,Galaxy Note 20,Électronique,Smartphone,1099,2020-10-29,,199,33,26,Premium,CE
P1693,QLED 8K TV,Électronique,Télévision,2999,2020-12-13,2022-03-26,363,48,59,Économique,None
P1694,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-12-22,,76,27,95,Premium,RoHS
P1695,Galaxy Tab S7,Électronique,Tablette,649,2020-01-25,2022-12-02,337,8,71,Premium,RoHS
P1696,Galaxy Watch 3,Électronique,Montre,399,2020-05-20,,444,2,73,Premium,RoHS
P1697,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-12-01,2022-08-10,319,25,96,Premium,None
P1698,Galaxy A52,Électronique,Smartphone,499,2020-11-29,,334,43,59,Premium,None
P1699,Portable SSD T7,Électronique,Stockage,189,2020-11-14,2022-06-12,401,43,34,Premium,None
P1700,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-02-04,,119,7,81,Économique,FCC
P1701,Galaxy S21,Électronique,Smartphone,999,2020-04-01,2022-04-19,76,10,11,Économique,RoHS
P1702,Galaxy Note 20,Électronique,Smartphone,1099,2020-12-22,,183,23,89,Premium,FCC
P1703,QLED 8K TV,Électronique,Télévision,2999,2020-11-27,2022-04-19,141,9,15,Premium,CE
P1704,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-08-04,,395,36,81,Premium,CE
P1705,Galaxy Tab S7,Électronique,Tablette,649,2020-07-19,2022-05-07,87,46,60,Premium,CE
P1706,Galaxy Watch 3,Électronique,Montre,399,2020-05-19,,432,26,63,Économique,None
P1707,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-07-27,2022-09-09,302,24,17,Économique,None
P1708,Galaxy A52,Électronique,Smartphone,499,2020-04-14,,165,16,49,Premium,RoHS
P1709,Portable SSD T7,Électronique,Stockage,189,2020-02-20,2022-04-30,50,1,46,Économique,CE
P1710,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-10-25,,447,41,100,Premium,FCC
P1711,Galaxy S21,Électronique,Smartphone,999,2020-11-14,2022-10-24,176,34,75,Premium,None
P1712,Galaxy Note 20,Électronique,Smartphone,1099,2020-12-06,,375,8,29,Premium,FCC
P1713,QLED 8K TV,Électronique,Télévision,2999,2020-04-06,2022-03-10,133,37,72,Économique,FCC
P1714,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-10-06,,266,14,91,Premium,FCC
P1715,Galaxy Tab S7,Électronique,Tablette,649,2020-07-30,2022-07-20,241,13,27,Économique,RoHS
P1716,Galaxy Watch 3,Électronique,Montre,399,2020-12-12,,111,38,83,Économique,FCC
P1717,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-12-25,2022-04-22,433,48,52,Économique,CE
P1718,Galaxy A52,Électronique,Smartphone,499,2020-10-24,,276,4,23,Premium,None
P1719,Portable SSD T7,Électronique,Stockage,189,2020-08-08,2022-05-15,331,4,95,Premium,None
P1720,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-07-08,,60,6,97,Premium,None
P1721,Galaxy S21,Électronique,Smartphone,999,2020-06-30,2022-04-05,254,1,41,Premium,FCC
P1722,Galaxy Note 20,Électronique,Smartphone,1099,2020-03-14,,330,2,55,Premium,FCC
P1723,QLED 8K TV,Électronique,Télévision,2999,2020-08-17,2022-06-17,369,23,51,Premium,RoHS
P1724,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-08-15,,476,21,54,Premium,RoHS
P1725,Galaxy Tab S7,Électronique,Tablette,649,2020-06-14,2022-11-19,54,20,79,Premium,CE
P1726,Galaxy Watch 3,Électronique,Montre,399,2020-09-14,,137,15,57,Premium,CE
P1727,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-04-01,2022-03-07,369,48,36,Premium,RoHS
P1728,Galaxy A52,Électronique,Smartphone,499,2020-08-18,,91,50,81,Économique,FCC
P1729,Portable SSD T7,Électronique,Stockage,189,2020-07-18,2022-12-20,394,25,58,Économique,None
P1730,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-05-01,,149,7,26,Économique,CE
P1731,Galaxy S21,Électronique,Smartphone,999,2020-08-12,2022-05-02,392,38,74,Premium,None
P1732,Galaxy Note 20,Électronique,Smartphone,1099,2020-05-05,,84,15,22,Premium,RoHS
P1733,QLED 8K TV,Électronique,Télévision,2999,2020-12-31,2022-04-01,63,50,58,Économique,CE
P1734,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-06-23,,244,40,76,Premium,None
P1735,Galaxy Tab S7,Électronique,Tablette,649,2020-01-11,2022-07-18,334,48,24,Économique,FCC
P1736,Galaxy Watch 3,Électronique,Montre,399,2020-09-19,,368,15,93,Économique,FCC
P1737,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-05-09,2022-10-18,389,25,87,Premium,FCC
P1738,Galaxy A52,Électronique,Smartphone,499,2020-12-06,,480,12,31,Économique,RoHS
P1739,Portable SSD T7,Électronique,Stockage,189,2020-12-25,2022-10-01,104,47,72,Économique,RoHS
P1740,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-05-17,,500,22,61,Économique,FCC
P1741,Galaxy S21,Électronique,Smartphone,999,2020-10-13,2022-05-29,260,39,19,Premium,CE
P1742,Galaxy Note 20,Électronique,Smartphone,1099,2020-03-29,,480,27,100,Premium,None
P1743,QLED 8K TV,Électronique,Télévision,2999,2020-04-19,2022-08-02,415,2,29,Économique,CE
P1744,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-08-27,,457,20,87,Premium,RoHS
P1745,Galaxy Tab S7,Électronique,Tablette,649,2020-09-07,2022-06-10,230,20,67,Économique,CE
P1746,Galaxy Watch 3,Électronique,Montre,399,2020-05-30,,215,23,52,Premium,CE
P1747,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-01-09,2022-05-30,194,12,32,Premium,None
P1748,Galaxy A52,Électronique,Smartphone,499,2020-08-05,,364,38,26,Premium,RoHS
P1749,Portable SSD T7,Électronique,Stockage,189,2020-06-18,2022-10-06,173,38,18,Économique,RoHS
P1750,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-08-06,,127,18,98,Premium,RoHS
P1751,Galaxy S21,Électronique,Smartphone,999,2020-05-05,2022-04-23,408,2,45,Premium,FCC
P1752,Galaxy Note 20,Électronique,Smartphone,1099,2020-09-02,,281,37,44,Premium,CE
P1753,QLED 8K TV,Électronique,Télévision,2999,2020-05-29,2022-08-11,434,41,61,Premium,None
P1754,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-12-28,,252,44,12,Premium,RoHS
P1755,Galaxy Tab S7,Électronique,Tablette,649,2020-03-21,2022-03-19,390,17,85,Premium,CE
P1756,Galaxy Watch 3,Électronique,Montre,399,2020-08-03,,315,24,46,Économique,CE
P1757,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-03-26,2022-09-04,246,30,72,Premium,FCC
P1758,Galaxy A52,Électronique,Smartphone,499,2020-12-27,,444,29,32,Économique,RoHS
P1759,Portable SSD T7,Électronique,Stockage,189,2020-02-22,2022-07-18,253,21,49,Premium,FCC
P1760,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-11-07,,453,34,33,Économique,RoHS
P1761,Galaxy S21,Électronique,Smartphone,999,2020-03-24,2022-02-01,144,26,83,Premium,CE
P1762,Galaxy Note 20,Électronique,Smartphone,1099,2020-03-20,,467,45,31,Économique,None
P1763,QLED 8K TV,Électronique,Télévision,2999,2020-04-18,2022-11-14,330,34,41,Économique,None
P1764,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-07-03,,132,13,59,Économique,CE
P1765,Galaxy Tab S7,Électronique,Tablette,649,2020-07-30,2022-10-10,296,13,10,Premium,RoHS
P1766,Galaxy Watch 3,Électronique,Montre,399,2020-05-24,,286,38,43,Premium,CE
P1767,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-05-06,2022-08-27,372,48,59,Économique,None
P1768,Galaxy A52,Électronique,Smartphone,499,2020-07-19,,405,37,76,Économique,RoHS
