ID_Vente,ID_Produit,Quantité_Vendue,Date_Vente,ID_Client,Montant_Total,Délai_Livraison_Jours,Score_Satisfaction,Méthode_Expédition,Canal_Achat,Pays_Vente
V0920,P094,1,2021-01-17,C711,199,5,1.2524294316151745,Express,Magasin,Chine
V0921,P713,3,2021-06-03,C367,8997,26,1.7860033343051045,Express,Magasin,Chine
V0922,P1859,3,2021-10-26,C169,567,7,2.4689074982770616,Standard,En ligne,Chine
V0923,P792,1,2021-05-03,C357,1099,6,3.623826341860288,Express,Magasin,USA
V0924,P1917,2,2021-06-15,C947,4398,22,4.922802876981386,Express,En ligne,Corée
V0925,P1436,2,2021-06-29,C142,798,7,2.142493284259398,Express,Revendeur,Chine
V0926,P822,1,2021-07-05,C303,1099,29,4.704128100181633,Standard,Revendeur,Allemagne
V0927,P1312,2,2021-12-14,C557,2198,26,1.6662186946207171,Express,Revendeur,USA
V0928,P909,3,2021-10-13,C966,567,10,3.374372478334365,Standard,En ligne,Corée
V0929,P1335,5,2021-04-19,C690,3245,9,3.248669128986076,Express,En ligne,Corée
V0930,P311,5,2021-05-20,C797,4995,1,1.9382558283461124,Express,Revendeur,Chine
V0931,P1970,1,2021-12-17,C981,1999,12,4.525873899956979,Standard,Revendeur,France
V0932,P714,1,2021-06-27,C418,199,23,4.729818522997865,Standard,Revendeur,France
V0933,P1539,4,2021-11-04,C256,756,13,3.7071297467678646,Standard,En ligne,Chine
V0934,P1820,5,2021-07-16,C796,9995,16,3.1339888340578415,Express,Magasin,France
V0935,P954,4,2021-03-28,C575,796,28,2.868045119580983,Standard,Magasin,Chine
V0936,P1967,2,2021-04-12,C456,4398,9,3.108532787249852,Express,Magasin,USA
V0937,P1959,5,2021-10-01,C138,945,17,1.5531262498202754,Express,Revendeur,France
V0938,P499,4,2021-03-03,C576,756,1,1.0147981054979884,Standard,Magasin,USA
V0939,P775,1,2021-03-05,C155,649,21,2.298469734570347,Express,En ligne,France
V0940,P670,2,2021-10-23,C138,3998,28,2.1474673567285647,Standard,Revendeur,Allemagne
V0941,P441,4,2021-11-17,C436,3996,21,2.0373752520157113,Express,Magasin,Chine
V0942,P664,3,2021-01-30,C558,597,19,4.831937496104355,Express,Magasin,Corée
V0943,P704,5,2021-06-20,C899,995,10,2.2274088175158524,Express,Magasin,Chine
V0944,P675,2,2021-04-13,C568,1298,7,4.831806169064012,Standard,En ligne,USA
V0945,P1582,5,2021-12-30,C515,5495,28,2.9287867553365516,Express,Magasin,Chine
V0946,P1282,2,2021-08-02,C374,2198,8,3.1496433629185754,Standard,En ligne,Allemagne
V0947,P1631,3,2021-03-15,C236,2997,13,3.8854525026365487,Standard,En ligne,France
V0948,P675,5,2021-03-10,C655,3245,30,2.512274353326722,Standard,Revendeur,Chine
V0949,P185,5,2021-07-06,C437,3245,28,3.8300303192442993,Express,Revendeur,USA
V0950,P1351,5,2021-08-25,C439,4995,14,3.416888565278304,Standard,Revendeur,Allemagne
V0951,P405,2,2021-05-17,C230,1298,23,3.7275880565382367,Express,Revendeur,Corée
V0952,P776,4,2021-09-24,C874,1596,26,4.792054766020776,Standard,En ligne,Allemagne
V0953,P1729,5,2021-03-04,C672,945,14,1.264574861763251,Standard,En ligne,France
V0954,P371,5,2021-02-13,C601,4995,26,4.533016990321093,Standard,Magasin,Allemagne
V0955,P069,1,2021-11-11,C224,189,9,4.012093477937553,Express,En ligne,USA
V0956,P1712,4,2021-01-25,C920,4396,25,4.053267752500664,Express,En ligne,Corée
V0957,P806,2,2021-03-15,C753,798,13,1.3444058924095863,Express,En ligne,USA
V0958,P673,2,2021-01-28,C942,5998,3,3.3231681763500536,Standard,En ligne,USA
V0959,P757,4,2021-03-11,C522,8796,19,3.4370129566603485,Express,Revendeur,France
V0960,P797,2,2021-05-23,C778,4398,25,2.8249664348009285,Standard,En ligne,Chine
V0961,P386,5,2021-08-05,C864,1995,25,4.699385305650294,Standard,Revendeur,Corée
V0962,P1848,3,2021-04-13,C114,1497,20,3.981884998752065,Standard,Magasin,Allemagne
V0963,P1999,3,2021-11-09,C337,567,4,4.784755844363379,Standard,En ligne,Allemagne
V0964,P1923,3,2021-08-16,C428,8997,2,3.8620679846155195,Standard,Magasin,France
V0965,P016,5,2021-10-04,C641,1995,4,2.621550867420742,Express,Magasin,France
V0966,P1249,1,2021-12-21,C937,189,24,1.3521643190533692,Express,En ligne,Corée
V0967,P407,5,2021-03-18,C459,10995,24,4.019807898420889,Express,En ligne,USA
V0968,P447,1,2021-06-02,C595,2199,30,2.1301977006201316,Standard,Magasin,USA
V0969,P030,3,2021-07-30,C436,5997,15,2.78372102483555,Express,En ligne,Chine
V0970,P1549,3,2021-09-05,C638,567,17,4.946005841802982,Express,Revendeur,France
V0971,P842,3,2021-07-22,C447,3297,18,1.2142093044620235,Standard,Revendeur,Chine
V0972,P1888,1,2021-12-24,C838,499,7,1.6960053869342109,Express,En ligne,Allemagne
V0973,P309,3,2021-02-07,C819,567,14,3.1170086519761204,Standard,Revendeur,Allemagne
V0974,P527,5,2021-11-18,C217,10995,3,2.4550004316405327,Express,Revendeur,Corée
V0975,P158,3,2021-08-03,C432,1497,4,2.434040701709909,Express,Revendeur,USA
V0976,P1012,2,2021-07-21,C872,2198,12,4.616924862528674,Express,En ligne,Chine
V0977,P1270,1,2021-01-30,C314,1999,17,1.6193362812010008,Standard,Magasin,Corée
V0978,P359,2,2021-09-28,C590,378,24,1.424913189513858,Standard,Revendeur,Chine
V0979,P212,2,2021-07-11,C411,2198,8,2.5856332213578086,Standard,En ligne,Chine
V0980,P1887,2,2021-06-21,C459,4398,10,2.3804917928167115,Express,En ligne,Corée
V0981,P883,3,2021-03-31,C247,8997,20,3.132900558840568,Express,Magasin,Chine
V0982,P1353,5,2021-02-05,C249,14995,29,4.6270741264740956,Standard,Magasin,USA
V0983,P1272,1,2021-01-18,C988,1099,7,4.916657921433316,Express,Revendeur,Allemagne
V0984,P239,5,2021-02-16,C565,945,29,3.6757216214960513,Standard,En ligne,France
V0985,P250,1,2021-07-16,C689,1999,26,3.1027239750404707,Standard,Magasin,France
V0986,P484,4,2021-06-13,C206,796,4,3.3722056127021545,Express,En ligne,Chine
V0987,P1357,2,2021-05-17,C456,4398,28,4.141429422312628,Standard,Revendeur,Corée
V0988,P1041,4,2021-10-03,C104,3996,6,2.4654335267184924,Standard,En ligne,France
V0989,P986,2,2021-04-25,C673,798,30,3.5562209543218235,Express,Magasin,Chine
V0990,P194,2,2021-10-08,C320,398,15,3.263572585521116,Express,Revendeur,France
V0991,P1441,5,2021-02-08,C120,4995,7,4.039574176957978,Express,En ligne,Chine
V0992,P1102,5,2021-11-26,C922,5495,11,3.9451582559930434,Express,Magasin,USA
V0993,P1580,1,2021-04-22,C931,1999,17,3.5971236635447097,Express,Revendeur,Chine
V0994,P1629,5,2021-12-09,C197,945,3,1.4490269342661293,Express,Revendeur,USA
V0995,P1206,5,2021-08-09,C532,1995,16,1.1340964262273663,Express,En ligne,Allemagne
V0996,P1965,5,2021-04-02,C188,3245,5,4.925453742566519,Express,Revendeur,Chine
V0997,P1637,5,2021-09-06,C470,10995,13,4.171835218936701,Express,Magasin,Corée
V0998,P431,1,2021-12-15,C232,999,16,1.5009530455237772,Standard,Revendeur,USA
V0999,P509,5,2021-11-11,C198,945,29,1.9524986562562883,Express,Revendeur,France
V1000,P885,4,2021-09-21,C717,2596,7,2.1429216305606578,Express,En ligne,Chine
V1001,P1338,2,2021-03-06,C968,998,26,4.309192022306981,Standard,Magasin,Allemagne
V1002,P088,4,2021-04-10,C634,1996,17,1.644854447564625,Express,Revendeur,France
V1003,P1391,1,2021-07-15,C733,999,30,3.6609516548232026,Express,En ligne,USA
V1004,P266,1,2021-10-11,C244,399,17,3.3563203369289103,Standard,En ligne,France
V1005,P406,1,2021-06-15,C864,399,4,2.59930769811256,Standard,En ligne,Chine
V1006,P207,1,2021-11-15,C799,2199,3,4.924481578340295,Standard,Magasin,Allemagne
V1007,P387,2,2021-08-11,C581,4398,30,1.9527668847261381,Standard,Magasin,Allemagne
V1008,P354,3,2021-09-22,C849,597,26,1.4402867816879503,Standard,En ligne,France
V1009,P997,4,2021-06-10,C684,8796,27,1.8438673375068273,Standard,Revendeur,Allemagne
V1010,P1626,2,2021-02-24,C931,798,29,1.0000734198980252,Standard,En ligne,France
V1011,P473,1,2021-05-12,C130,2999,3,2.3110305707818797,Express,Revendeur,France
V1012,P451,2,2021-05-24,C722,1998,10,4.228679346196621,Standard,En ligne,USA
V1013,P1498,5,2021-11-30,C819,2495,24,3.7353212055851075,Standard,En ligne,Allemagne
V1014,P074,3,2021-03-28,C980,597,13,4.263438268190937,Standard,Revendeur,Chine
V1015,P748,2,2021-09-05,C185,998,21,2.4737391141067637,Standard,Magasin,Allemagne
V1016,P390,4,2021-12-17,C474,7996,17,1.2613520363915276,Standard,Revendeur,France
V1017,P474,3,2021-12-01,C289,597,1,2.4007081743243845,Express,En ligne,France
V1018,P1056,1,2021-09-01,C835,399,19,2.4197841356637033,Standard,Revendeur,USA
V1019,P1110,3,2021-10-02,C802,5997,29,2.6231495384161105,Express,En ligne,Chine
V1020,P1247,1,2021-12-23,C797,2199,25,3.0529808760712527,Standard,Revendeur,Allemagne
V1021,P847,3,2021-05-24,C748,6597,28,4.445764905225243,Express,Magasin,Allemagne
V1022,P1136,3,2021-07-29,C172,1197,11,4.601697704111681,Express,Magasin,Chine
V1023,P1605,5,2021-06-05,C806,3245,1,3.6508124814342526,Express,Revendeur,USA
V1024,P1959,1,2021-11-23,C891,189,1,3.605629641679533,Standard,En ligne,Corée
V1025,P212,4,2021-05-09,C774,4396,19,4.010493417378953,Standard,Magasin,USA
V1026,P1111,2,2021-05-22,C116,1998,19,3.0340682187205683,Standard,Magasin,France
V1027,P472,5,2021-06-29,C487,5495,29,2.98290673786469,Standard,Revendeur,USA
V1028,P297,3,2021-04-25,C533,6597,21,4.4118124059770345,Standard,Magasin,Chine
V1029,P1015,3,2021-03-18,C750,1947,20,3.707659628771239,Standard,Revendeur,Chine
V1030,P037,5,2021-04-22,C604,10995,3,4.358464787893223,Standard,En ligne,Corée
V1031,P1206,5,2021-12-16,C465,1995,18,3.275879575750553,Standard,Magasin,Corée
V1032,P586,2,2021-02-10,C280,798,21,4.311477792580224,Express,En ligne,Corée
V1033,P495,3,2021-12-05,C585,1947,4,3.2858992772018034,Express,En ligne,France
V1034,P770,1,2021-09-07,C429,1999,7,4.854201731194177,Express,Magasin,USA
V1035,P362,3,2021-01-31,C768,3297,27,3.4798620501948307,Express,Magasin,Allemagne
V1036,P1610,3,2021-02-11,C517,5997,24,2.519739957271928,Standard,Magasin,Corée
V1037,P108,2,2021-04-02,C304,998,17,4.750316928016987,Express,Revendeur,USA
V1038,P107,3,2021-10-09,C609,6597,17,3.87453328135828,Standard,Magasin,Chine
V1039,P1991,3,2021-05-06,C761,2997,25,3.9626999454676337,Express,Magasin,Chine
V1040,P365,2,2021-05-27,C182,1298,9,4.192441100019205,Express,Magasin,Allemagne
V1041,P1159,5,2021-06-25,C510,945,19,2.269328827108717,Standard,Magasin,France
V1042,P138,3,2021-12-04,C171,1497,7,2.2219851897665768,Standard,En ligne,Chine
V1043,P1278,5,2021-05-31,C502,2495,26,4.233455509922877,Standard,Magasin,France
V1044,P1630,3,2021-03-29,C418,5997,16,1.208684502007248,Express,En ligne,USA
V1045,P562,5,2021-03-29,C220,5495,6,2.9325054991814548,Standard,Revendeur,France
V1046,P1029,1,2021-08-25,C211,189,14,2.4169839858580007,Standard,Revendeur,Corée
V1047,P913,1,2021-01-20,C303,2999,29,3.7136260187893466,Standard,Revendeur,France
V1048,P224,2,2021-03-20,C287,398,28,1.6322395532522047,Standard,Revendeur,Corée
V1049,P1486,5,2021-11-25,C435,1995,7,3.2312231121520725,Express,Magasin,Corée
V1050,P1999,2,2021-02-18,C875,378,6,2.764173093821586,Standard,Revendeur,Corée
V1051,P1782,5,2021-11-03,C692,5495,25,3.171372867435903,Standard,Magasin,Allemagne
V1052,P1507,5,2021-03-30,C281,10995,8,2.749462713941854,Express,En ligne,Chine
V1053,P1519,3,2021-05-21,C313,567,28,1.398017562420693,Express,En ligne,France
V1054,P716,4,2021-11-03,C802,1596,3,3.432139200485067,Express,Magasin,Corée
V1055,P1941,1,2021-05-19,C254,999,2,4.0120030980702435,Express,Revendeur,France
V1056,P1614,4,2021-09-07,C663,796,25,3.3166491043493136,Standard,En ligne,Corée
V1057,P1431,1,2021-10-20,C188,999,18,4.708413266017415,Standard,Magasin,Corée
V1058,P1169,1,2021-01-19,C855,189,30,3.101767360561482,Standard,Revendeur,USA
V1059,P1543,2,2021-03-20,C484,5998,29,3.027606773374664,Standard,Revendeur,Chine
V1060,P1264,3,2021-10-16,C498,597,3,3.4820975083910612,Standard,En ligne,Corée
V1061,P348,1,2021-09-14,C748,499,17,1.2180239837314257,Express,Magasin,USA
V1062,P1929,5,2021-01-02,C535,945,12,3.6316340000038827,Express,Magasin,Corée
V1063,P310,2,2021-05-22,C376,3998,4,3.480735924176223,Standard,Revendeur,Allemagne
V1064,P702,5,2021-12-01,C184,5495,3,1.1404376354909198,Standard,Revendeur,Corée
V1065,P473,2,2021-02-02,C340,5998,13,1.9574649840419478,Express,Magasin,Corée
V1066,P590,2,2021-11-21,C844,3998,24,2.0169354751883293,Standard,Revendeur,Corée
V1067,P633,3,2021-03-11,C593,8997,16,4.216918464729871,Express,Magasin,USA
V1068,P040,5,2021-08-04,C469,9995,28,1.6796728004665278,Standard,En ligne,Allemagne
V1069,P1299,2,2021-04-11,C645,378,1,1.7926241094336923,Standard,Revendeur,Allemagne
V1070,P1941,3,2021-03-05,C184,2997,9,4.87500561278746,Express,Magasin,Corée
V1071,P1252,3,2021-05-10,C415,3297,7,2.5496782771491295,Standard,En ligne,Chine
V1072,P1584,4,2021-06-15,C508,796,23,4.636401487044016,Express,Revendeur,France
V1073,P165,2,2021-02-12,C709,1298,4,3.989738772476818,Express,Revendeur,USA
V1074,P1827,4,2021-02-04,C306,8796,23,1.1182542305500678,Standard,Magasin,USA
V1075,P568,2,2021-07-09,C964,998,5,4.465138405357597,Express,Magasin,Allemagne
V1076,P621,4,2021-12-12,C116,3996,13,1.667524757711643,Standard,En ligne,USA
V1077,P151,2,2021-03-17,C272,1998,19,1.7013559013646957,Express,En ligne,France
V1078,P1215,4,2021-02-16,C565,2596,28,3.5960859591230183,Express,Revendeur,USA
V1079,P353,3,2021-11-11,C569,8997,26,1.8598952573526328,Express,En ligne,Allemagne
V1080,P1266,4,2021-06-25,C713,1596,25,3.6894117532358206,Standard,En ligne,Chine
V1081,P1829,5,2021-12-22,C581,945,9,3.6807530105297124,Express,Magasin,USA
V1082,P1120,5,2021-10-07,C245,9995,14,3.9818372147528747,Standard,En ligne,Corée
V1083,P142,2,2021-10-20,C530,2198,1,4.58295474288055,Standard,En ligne,USA
V1084,P1627,5,2021-04-23,C602,10995,13,4.906329325499491,Standard,Revendeur,USA
V1085,P1020,5,2021-08-19,C944,9995,25,2.9522482795385256,Express,En ligne,USA
V1086,P1502,2,2021-04-19,C130,2198,19,4.597224266193919,Express,En ligne,Chine
V1087,P477,4,2021-01-16,C157,8796,11,2.7305844444500287,Standard,Magasin,USA
V1088,P010,3,2021-11-11,C746,5997,30,4.206639456063828,Express,Revendeur,USA
V1089,P1256,1,2021-12-11,C728,399,12,3.6130357152246435,Express,Magasin,France
V1090,P1904,5,2021-12-20,C406,995,24,1.879799120859679,Standard,Revendeur,Corée
V1091,P589,4,2021-01-08,C255,756,24,1.7040683258248666,Express,Magasin,Corée
V1092,P073,4,2021-12-18,C697,11996,14,1.6193375275727209,Express,Revendeur,France
V1093,P086,4,2021-05-17,C166,1596,3,1.1597128914109973,Express,Revendeur,Allemagne
V1094,P995,5,2021-11-16,C966,3245,26,4.3868468549820765,Standard,Revendeur,Chine
V1095,P240,2,2021-12-12,C250,3998,22,4.691830223691209,Standard,Magasin,USA
V1096,P139,5,2021-07-23,C619,945,27,2.0934335732945293,Standard,En ligne,Chine
V1097,P1766,4,2021-02-06,C779,1596,1,1.0880407964288437,Express,Magasin,USA
V1098,P908,5,2021-11-19,C284,2495,13,1.9259416773008446,Standard,Revendeur,Allemagne
V1099,P1232,1,2021-03-12,C138,1099,5,3.418884117074895,Express,Revendeur,Chine
V1100,P1955,4,2021-06-08,C536,2596,14,2.91268835057165,Express,Magasin,Allemagne
V1101,P1332,3,2021-01-08,C685,3297,28,2.1339784078085775,Express,Magasin,Allemagne
V1102,P418,5,2021-03-28,C229,2495,16,3.3190348890566685,Standard,Revendeur,USA
V1103,P1857,2,2021-04-22,C603,4398,11,1.8702958534036842,Express,Magasin,France
V1104,P719,2,2021-10-28,C923,378,18,4.854468685609744,Standard,En ligne,France
V1105,P1516,1,2021-10-29,C825,399,7,3.249022667841412,Express,Magasin,France
V1106,P1530,2,2021-08-06,C407,3998,9,3.6002218455399317,Standard,Magasin,USA
V1107,P1791,3,2021-09-08,C758,2997,1,2.8062856419181577,Express,En ligne,Chine
V1108,P415,5,2021-02-04,C887,3245,16,4.139921467767308,Express,Revendeur,France
V1109,P049,4,2021-12-09,C491,756,22,3.0051818712008407,Standard,Revendeur,France
V1110,P1110,1,2021-10-06,C927,1999,5,1.0807360026035266,Standard,En ligne,France
V1111,P1445,1,2021-06-15,C546,649,21,4.835973876370057,Standard,Revendeur,USA
V1112,P421,5,2021-11-06,C362,4995,28,1.9536345328303053,Standard,En ligne,Allemagne
V1113,P985,1,2021-05-03,C887,649,24,2.189585485335423,Express,En ligne,France
V1114,P1749,2,2021-07-20,C601,378,8,4.030650765970682,Standard,Magasin,Allemagne
V1115,P750,2,2021-02-25,C768,3998,7,4.05396979149473,Express,Magasin,Chine
V1116,P501,5,2021-05-18,C405,4995,16,3.547978827829375,Express,Magasin,USA
V1117,P818,1,2021-03-23,C705,499,4,3.96085357628867,Express,En ligne,Chine
V1118,P1232,5,2021-02-09,C232,5495,12,4.810975067246568,Express,En ligne,France
V1119,P1598,5,2021-07-24,C382,2495,7,2.973783586515553,Express,En ligne,Corée
V1120,P141,5,2021-06-04,C707,4995,16,4.516741539488896,Standard,En ligne,USA
V1121,P299,3,2021-02-22,C358,567,19,1.7586153416353434,Standard,Revendeur,USA
V1122,P1593,4,2021-03-09,C950,11996,7,3.8993783250527954,Express,En ligne,Chine
V1123,P902,3,2021-12-08,C749,3297,5,2.600826902487276,Express,Revendeur,France
V1124,P205,2,2021-04-26,C755,1298,2,4.759537012836491,Standard,En ligne,Corée
V1125,P920,5,2021-03-14,C214,9995,29,3.6613523469922393,Standard,Revendeur,Corée
V1126,P1867,4,2021-06-03,C505,8796,15,1.5510731638225166,Express,Revendeur,Chine
V1127,P329,5,2021-08-14,C697,945,12,1.1574212541766138,Standard,Magasin,Allemagne
V1128,P1299,3,2021-04-22,C196,567,2,4.509830342732751,Express,Magasin,Chine
V1129,P892,4,2021-07-21,C412,4396,21,3.48506314727179,Express,Magasin,Corée
V1130,P462,4,2021-06-23,C172,4396,14,4.534354566761577,Express,Revendeur,Chine
V1131,P633,3,2021-10-27,C138,8997,5,4.053245475624136,Standard,Revendeur,USA
V1132,P559,3,2021-03-23,C815,567,3,2.715783521275576,Standard,Magasin,Corée
V1133,P1010,2,2021-11-12,C457,3998,4,1.539816477444555,Express,Revendeur,France
V1134,P865,1,2021-05-11,C146,649,13,1.5130500322376226,Express,Magasin,USA
V1135,P1539,1,2021-01-30,C679,189,18,1.9919548334895119,Express,Magasin,Corée
V1136,P1980,5,2021-05-04,C996,9995,4,1.255338447777155,Standard,Magasin,Corée
V1137,P1701,1,2021-10-01,C297,999,12,3.362352330613115,Express,En ligne,Corée
V1138,P901,4,2021-03-18,C479,3996,26,4.619092468349122,Express,Magasin,Corée
V1139,P979,1,2021-07-23,C754,189,10,3.1752865284130047,Standard,Magasin,France
V1140,P767,4,2021-08-19,C379,8796,7,2.4361121927522285,Express,En ligne,Chine
V1141,P891,5,2021-01-01,C889,4995,3,1.779479499517966,Express,En ligne,Corée
V1142,P1044,4,2021-05-14,C851,796,28,2.200278132496043,Express,Revendeur,Chine
V1143,P383,2,2021-12-16,C282,5998,24,4.8087120474533105,Express,Revendeur,France
V1144,P310,5,2021-11-09,C406,9995,12,3.347049508984183,Standard,Magasin,Corée
V1145,P1885,4,2021-03-22,C245,2596,27,2.2213404840067703,Standard,En ligne,Chine
V1146,P976,5,2021-06-21,C385,1995,23,4.916460712452734,Express,Revendeur,Corée
V1147,P1041,1,2021-04-20,C786,999,8,2.901987993879548,Standard,En ligne,Corée
V1148,P1221,2,2021-10-03,C512,1998,20,2.8876205711331924,Express,Magasin,France
V1149,P1021,2,2021-11-10,C932,1998,15,3.174436353862833,Standard,Revendeur,Chine
V1150,P1511,1,2021-06-18,C714,999,18,2.569262149186437,Standard,En ligne,Chine
V1151,P080,4,2021-10-28,C131,7996,2,1.2113565768233858,Standard,Magasin,Corée
V1152,P1843,2,2021-03-24,C936,5998,13,3.31940758068545,Express,Revendeur,Allemagne
V1153,P795,2,2021-10-22,C221,1298,30,2.554968952547498,Standard,En ligne,USA
V1154,P1255,5,2021-07-04,C204,3245,18,3.013396753394702,Standard,Magasin,France
V1155,P153,1,2021-06-13,C336,2999,20,3.5605750671904612,Standard,Revendeur,USA
V1156,P038,3,2021-12-16,C523,1497,1,4.033698769471108,Standard,Revendeur,USA
V1157,P861,4,2021-01-30,C335,3996,10,4.564456383295176,Express,En ligne,Corée
V1158,P1072,4,2021-10-06,C180,4396,26,3.5250352398481875,Standard,Revendeur,Corée
V1159,P001,1,2021-11-01,C241,999,23,4.638984242465163,Standard,Revendeur,Corée
V1160,P1366,3,2021-09-08,C490,1197,27,2.995329845236216,Express,En ligne,USA
V1161,P510,5,2021-09-18,C166,9995,19,4.633427550639629,Express,Revendeur,France
V1162,P1102,1,2021-05-05,C224,1099,22,1.5568209317773394,Standard,En ligne,Corée
V1163,P323,2,2021-10-17,C632,5998,2,3.740442693057188,Standard,Magasin,Corée
V1164,P1338,4,2021-10-27,C179,1996,11,1.310921227916976,Standard,Magasin,USA
V1165,P400,3,2021-02-06,C222,5997,16,4.9979328041394275,Standard,En ligne,Allemagne
V1166,P839,1,2021-03-20,C858,189,24,2.0732208256448583,Express,Revendeur,USA
V1167,P444,2,2021-05-09,C296,398,3,2.444457303025158,Standard,Magasin,France
V1168,P466,3,2021-02-23,C151,1197,2,1.6056129965018466,Express,Revendeur,USA
V1169,P1858,5,2021-12-13,C436,2495,13,2.6080070169819147,Standard,Magasin,Allemagne
V1170,P1625,4,2021-01-16,C715,2596,24,2.351820266653453,Express,En ligne,France
V1171,P1847,1,2021-12-17,C381,2199,5,2.6067353668030684,Standard,Magasin,France
V1172,P827,4,2021-01-27,C772,8796,21,2.506556289952809,Standard,Magasin,Allemagne
V1173,P418,3,2021-09-27,C807,1497,10,2.055321277426693,Express,Revendeur,Chine
V1174,P911,3,2021-01-26,C103,2997,5,1.1656990211692437,Standard,Magasin,Allemagne
V1175,P298,3,2021-03-01,C647,1497,30,3.0147328630390033,Standard,Revendeur,Corée
V1176,P604,4,2021-05-22,C996,796,23,4.166933272927677,Express,En ligne,Allemagne
V1177,P767,1,2021-11-24,C632,2199,17,1.9793702346775381,Express,Magasin,Chine
V1178,P671,4,2021-09-28,C915,3996,28,1.9950131544774337,Standard,En ligne,Allemagne
V1179,P509,3,2021-04-29,C529,567,29,1.047421382936922,Standard,En ligne,Corée
V1180,P1326,5,2021-06-21,C865,1995,16,2.311178214444258,Standard,Magasin,France
V1181,P186,5,2021-04-16,C336,1995,4,2.343585418375009,Standard,Magasin,France
V1182,P517,3,2021-08-21,C629,6597,19,2.2571274190923676,Standard,En ligne,USA
V1183,P165,5,2021-05-09,C438,3245,27,4.433952407186228,Express,Magasin,Corée
V1184,P1890,1,2021-03-10,C959,1999,14,1.257042576725206,Express,En ligne,Chine
V1185,P1749,3,2021-01-19,C746,567,20,3.1142694053548956,Express,En ligne,Allemagne
V1186,P731,3,2021-08-17,C438,2997,17,3.3174899564695246,Standard,Magasin,France
V1187,P1554,3,2021-09-02,C250,597,26,1.9435666270246683,Express,Revendeur,USA
V1188,P1327,4,2021-05-26,C477,8796,25,3.7867451754421264,Standard,En ligne,Corée
V1189,P556,1,2021-06-30,C680,399,16,2.5159309265910714,Express,Revendeur,Corée
V1190,P1452,2,2021-08-07,C476,2198,22,2.9777767782934665,Standard,Revendeur,Allemagne
V1191,P1998,1,2021-05-06,C885,499,8,1.309155136585919,Express,Revendeur,USA
V1192,P196,2,2021-08-10,C729,798,2,1.8671528208849644,Express,En ligne,Corée
V1193,P1148,5,2021-09-16,C826,2495,4,1.551274755522643,Express,En ligne,Chine
V1194,P474,1,2021-05-25,C566,199,5,2.907314008715237,Express,Revendeur,Corée
V1195,P443,1,2021-05-20,C252,2999,28,4.577437611003378,Standard,En ligne,Corée
V1196,P480,2,2021-04-02,C820,3998,12,2.0296546150990817,Express,Revendeur,USA
V1197,P1387,2,2021-04-21,C346,4398,28,4.172110955264426,Standard,Magasin,France
V1198,P897,1,2021-08-29,C164,2199,15,4.223222278426338,Express,Revendeur,France
V1199,P1294,3,2021-06-07,C343,597,6,2.2736562185217077,Standard,En ligne,Chine
V1200,P1054,5,2021-12-23,C475,995,15,3.1852489456059576,Express,Magasin,Corée
V1201,P1802,4,2021-04-07,C365,4396,21,1.4339114965080766,Express,En ligne,Corée
V1202,P219,5,2021-01-07,C510,945,4,1.6464978118285694,Express,Magasin,France
V1203,P355,5,2021-03-08,C322,3245,4,1.7991652855305764,Express,Revendeur,USA
V1204,P289,2,2021-01-09,C651,378,4,3.648556039777769,Express,En ligne,Allemagne
V1205,P1053,2,2021-11-01,C933,5998,12,3.451576710303246,Express,Magasin,USA
V1206,P1998,2,2021-08-28,C985,998,12,3.3978329792833857,Standard,Revendeur,USA
V1207,P070,1,2021-07-23,C566,1999,9,1.1861299346014391,Express,Revendeur,USA
V1208,P695,1,2021-05-09,C520,649,8,1.248648315889818,Standard,Magasin,Chine
V1209,P007,2,2021-04-20,C271,4398,23,1.7212494650215615,Standard,Revendeur,USA
V1210,P905,2,2021-06-23,C927,1298,23,2.7849118694799917,Express,Magasin,USA
V1211,P1820,5,2021-09-02,C213,9995,23,3.5260346825338895,Standard,Revendeur,USA
V1212,P753,2,2021-11-20,C809,5998,18,3.4247704197247346,Express,En ligne,Chine
V1213,P167,4,2021-07-18,C973,8796,23,4.914729373443988,Standard,Magasin,France
V1214,P1741,5,2021-01-25,C272,4995,5,4.146742659551585,Express,Magasin,France
V1215,P1143,4,2021-02-19,C128,11996,30,4.841230218831095,Standard,Magasin,USA
V1216,P620,5,2021-10-27,C224,9995,12,4.775062536958393,Express,En ligne,USA
V1217,P1790,1,2021-08-10,C699,1999,6,4.683911120504001,Express,Magasin,Allemagne
V1218,P1733,2,2021-05-15,C150,5998,26,2.1894204162919397,Express,Revendeur,USA
V1219,P1552,2,2021-03-08,C551,2198,26,1.6495018309169458,Express,Magasin,Allemagne
V1220,P120,1,2021-12-29,C127,1999,30,4.323538443961349,Standard,Magasin,Corée
V1221,P351,5,2021-08-27,C855,4995,8,2.873509857124633,Standard,Revendeur,USA
V1222,P1973,5,2021-02-20,C574,14995,9,1.173200026361585,Standard,Magasin,Chine
V1223,P1744,4,2021-09-21,C953,796,7,4.484565946956694,Standard,Magasin,Allemagne
V1224,P731,2,2021-05-20,C998,1998,6,4.433547172182756,Express,Revendeur,Chine
V1225,P1850,3,2021-08-22,C769,5997,9,4.256377640044024,Express,Revendeur,Allemagne
V1226,P1271,4,2021-02-02,C421,3996,12,3.785350113457395,Standard,En ligne,France
